Planning Authority,Site Name,Address,East,North,Site Size,Site Type,Period when site became Vacant or Derelict,Datazone,lon,lat,Start Year
Glasgow City,FORMER SOCIAL CARE FACILITY,WARDIE ROAD SHANDWICK STREET,267454,665794,1.02,Vacant Land and Buildings,2022,S01010122,-4.119653513294032,55.86703568692387,2022
Glasgow City,FORMER ST PHILIP'S CHURCH,BOGHALL STREET DRUMLOCHY ROAD,264625,666364,0.63,Derelict,2012,S01010177,-4.165109796148501,55.871366842504706,2012
Glasgow City,WHITEINCH BURGH HALLS,35 INCHLEE STREET,254050,667054,0.17,Vacant Land and Buildings,2022,S01010424,-4.33433724634866,55.87447373839061,2022
Glasgow City,FORMER VICTORIA’S NIGHTCLUB,94 SAUCHIEHALL STREET,258901,665815,0.13,Vacant Land and Buildings,2018,S01010275,-4.256225601797985,55.864795517044186,2018
Glasgow City,GLASGOW SCHOOL OF ART/ABC,300 SAUCHIEHALL STREET,258431,665950,0.52,Vacant Land and Buildings,2018,S01010271,-4.263799792143772,55.86586967676471,2018
Glasgow City,CANAL BASIN,SOUTH OF NORTH CANAL BANK STREET.,259462,666597,1.68,Derelict,1980 or earlier,S01010297,-4.247674691073215,55.87198021861627,1980
Glasgow City,,WELLFIELD STREET CROFTBANK STREET EDGEFAULD RD.,261044,667747,0.95,Vacant Land,1980 or earlier,S01010211,-4.2230026119138175,55.88276394735379,1980
Glasgow City,EASTFIELD,WEST OF 915 SPRINGBURN RD,260259,668564,1.85,Derelict,1980 or earlier,S01010215,-4.23596325493387,55.889871810478425,1980
Glasgow City,,EAST OF 20 BYSHOT ROAD,259895,667605,5.34,Derelict,1980 or earlier,S01010224,-4.241281940327963,55.881156147213886,1980
Glasgow City,,CRAIGHALL STREET BORRON STREET.,259047,666920,0.33,Derelict,1980 or earlier,S01010220,-4.254469632762845,55.874758835473315,1980
Glasgow City,,MASTERTON STREET KEPPOCHHILL ROAD,259431,667114,0.1,Vacant Land,1980 or earlier,S01010221,-4.248438065962245,55.8766127684339,1980
Glasgow City,,W OF DARNICK ST,261387,666722,3.78,Derelict,1980 or earlier,S01010229,-4.216999064804674,55.873660227345866,1980
Glasgow City,,WEST OF 135 BALORNOCK ROAD,261475,668941,3.15,Vacant Land,1980 or earlier,S01010209,-4.2167295063137535,55.89360799374881,1980
Glasgow City,,NORTH OF PETERSHILL DRIVE,262053,667534,0.66,Vacant Land,1980 or earlier,S01010202,-4.20677711441503,55.881141702614045,1980
Glasgow City,,W OF STATION RD,264303,667898,6.16,Derelict,1980 or earlier,S01010188,-4.1710206594906545,55.88504911809147,1980
Glasgow City,,REAR OF NO 1535- 1553 CUMBERNAULD ROAD,264188,667652,0.48,Vacant Land,1980 or earlier,S01010188,-4.172734280195869,55.88280801214376,1980
Glasgow City,NOVA TECH PARK,ROBROYSTON BUSINESS PARK/ N OF THE M8.,263503,668326,7.92,Derelict,1980 or earlier,S01010188,-4.1840160955968395,55.88866570945365,1980
Glasgow City,,WEST OF 90 STATION ROAD,264023,667968,10.03,Derelict,1980 or earlier,S01010188,-4.175528690797329,55.88559861028256,1980
Glasgow City,,WEST OF NO 71 ROBROYSTON ROAD.,262860,667336,2.06,Vacant Land,1981-1985,S01010184,-4.193786865352442,55.87959450136443,1981
Glasgow City,,SOUTH OF 63 EARNOCK STREET,262473,667467,4.83,Derelict,1980 or earlier,S01010184,-4.200034579369307,55.880660289930475,1980
Glasgow City,,SOUTH OF NO 272 -396 WALLACEWELL ROAD.,262622,668754,10.45,Derelict,1980 or earlier,S01010196,-4.198308077231218,55.89225779672985,1980
Glasgow City,,SOUTH OF 36 MOORFOOT ST,263187,664819,1.45,Derelict,1980 or earlier,S01010149,-4.187292848129249,55.857089091464935,1980
Glasgow City,,WEST OF DEE ST,262523,665891,1.46,Derelict,1980 or earlier,S01010241,-4.198435920789452,55.86652485823708,1980
Glasgow City,,SOUTH OF 10 CASTLELAW ST,262669,665505,1.57,Derelict,1981-1985,S01010152,-4.195909156771556,55.86310088084395,1981
Glasgow City,C'MICAL WKS SITE,DUKE STREET / NETHERHOUSE ST,262026,664889,1.48,Derelict,1980 or earlier,S01010245,-4.205861192152767,55.85738662578043,1980
Glasgow City,,WEST OF NO 83 TODD STREET.,262331,665011,1.61,Derelict,1981-1985,S01010245,-4.2010544787080795,55.85856918434222,1981
Glasgow City,,WEST OF 5 FLEMING STREET,261851,664917,0.14,Vacant Land,1981-1985,S01010244,-4.208668948246545,55.85758788897469,1981
Glasgow City,,CRAIGMORE STREET,262270,664807,0.6,Derelict,1980 or earlier,S01010148,-4.201924598507346,55.85672019452583,1980
Glasgow City,,W OF 24 TODD ST,262300,664881,0.62,Derelict,1980 or earlier,S01010148,-4.201483307736025,55.85739315637272,1980
Glasgow City,,CHARLOTTE ST/ LONDON ROAD/ GREENDYKE ST,259871,664559,0.68,Derelict,1981-1985,S01010039,-4.240089823842118,55.85380219288467,1981
Glasgow City,,FIELDEN ST / CROWNPOINT ST,261492,664372,0.71,Vacant Land,1981-1985,S01010245,-4.21412118916083,55.852591753133865,1981
Glasgow City,,BIGGAR ST NORTH,262134,664740,0.81,Derelict,1981-1985,S01010245,-4.2040614358940465,55.85607977252008,1981
Glasgow City,DALMARNOCK RIVERSIDE,SOUTH OF STRATH- CLYDE ST/WEST OF DALMARNOCK RD,261624,662762,1.59,Vacant Land,1980 or earlier,S01010046,-4.211193196402089,55.838174749508234,1980
Glasgow City,,WEST OF 140 POPLIN STREET,260931,663243,0.47,Vacant Land,1980 or earlier,S01010046,-4.222496336072168,55.84229393175243,1980
Glasgow City,,S OF FRENCH ST/ E OF MARTIN ST/ N OF COLVEND,260959,663123,0.36,Vacant Land,1980 or earlier,S01010046,-4.221988070543853,55.841224627401786,1980
Glasgow City,PARKHEAD FORGE 3,SOUTH OF 279 SHETTLESTON ROAD,262958,664388,1.39,Derelict,1981-1985,S01010148,-4.1907304964241,55.853154381827466,1981
Glasgow City,,CARNTYNEHALL RD OLD SHETT.ROAD,263663,664447,0.96,Derelict,1981-1985,S01010147,-4.179507417903128,55.853884009879884,1981
Glasgow City,,S OF CLYDEHOLM ROAD,253764,666587,0.57,Derelict,1980 or earlier,S01010424,-4.338652063490928,55.87019456845151,1980
Glasgow City,,E OF BRAIDFAULD STREET,263927,662962,1.51,Derelict,1981-1985,S01010064,-4.174548618315239,55.84062564597843,1981
Glasgow City,,NORTH OF 3 GRANTLEA GROVE,265723,663770,0.26,Derelict,1980 or earlier,S01010081,-4.146290594229262,55.84838374082173,1980
Glasgow City,KENMUIR TIP.,SOUTH OF 85 HAMILTON ROAD.,265313,662672,6.12,Derelict,1980 or earlier,S01010074,-4.1522890248384074,55.8384109211755,1980
Glasgow City,,MOSSVALE ROAD/ MOSSVALE CRES.,265026,666752,0.82,Vacant Land,1981-1985,S01010169,-4.15889958994278,55.87496301433915,1981
Glasgow City,,COLTNESS ST / SUMMERLEE ST,265290,665594,0.55,Vacant Land,1981-1985,S01010129,-4.154107473533424,55.864639804749956,1981
Glasgow City,QUEENS IND EST.,SUMMERLEE STREET,265280,665424,1.36,Vacant Land,1981-1985,S01010129,-4.154182619114501,55.8631106603444,1981
Glasgow City,,NORTH OF COLTNESS LANE,265715,665477,0.16,Vacant Land,1981-1985,S01010129,-4.147263774275232,55.863707942473,1981
Glasgow City,,N OF HAMILTON RD,268034,662325,0.17,Vacant Land,1981-1985,S01010091,-4.108704079186984,55.836047442891484,1981
Glasgow City,,E OF KENMUIR RD,265891,661937,23.17,Derelict,1981-1985,S01010091,-4.142703536156617,55.83197268716918,1981
Glasgow City,B'GY MINNIE POND,WEST OF 40 GARDENSIDE PL,264568,661502,3.52,Vacant Land,1981-1985,S01010071,-4.16359226127535,55.827697452350534,1981
Glasgow City,,NORTH OF 11 BUCKINGHAM DR.,264800,662029,0.34,Vacant Land,1981-1985,S01010071,-4.160153975971991,55.83249420259815,1981
